id,type,name,filePath
METHOD_onItemClick_CLASS_ItemClickListener_-1230829501,METHOD,onItemClick,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\adapters\SelectLanguageAdapter.java
FILE_-1451673610,FILE,BluetoothScanningService.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
IMPORTED_971916631,IMPORT,android.app.Notification,
IMPORTED_-332107860,IMPORT,android.app.NotificationChannel,
IMPORTED_-235797930,IMPORT,android.app.NotificationManager,
IMPORTED_-1079201753,IMPORT,android.app.PendingIntent,
IMPORTED_762246857,IMPORT,android.app.Service,
IMPORTED_-2031792384,IMPORT,android.bluetooth.BluetoothAdapter,
IMPORTED_-532301691,IMPORT,android.bluetooth.BluetoothDevice,
IMPORTED_164967213,IMPORT,android.bluetooth.le.BluetoothLeScanner,
IMPORTED_-585250216,IMPORT,android.bluetooth.le.ScanCallback,
IMPORTED_-1511793077,IMPORT,android.bluetooth.le.ScanFilter,
IMPORTED_-1171727632,IMPORT,android.bluetooth.le.ScanResult,
IMPORTED_1021601334,IMPORT,android.bluetooth.le.ScanSettings,
IMPORTED_1762728124,IMPORT,android.content.BroadcastReceiver,
IMPORTED_-1503993957,IMPORT,android.content.Context,
IMPORTED_-1124425936,IMPORT,android.content.Intent,
IMPORTED_14693064,IMPORT,android.content.IntentFilter,
IMPORTED_1754524719,IMPORT,android.location.Location,
IMPORTED_-1732020098,IMPORT,android.location.LocationManager,
IMPORTED_515858019,IMPORT,android.os.Build,
IMPORTED_-2019115480,IMPORT,android.os.IBinder,
IMPORTED_-362261361,IMPORT,android.os.ParcelUuid,
IMPORTED_1558765019,IMPORT,androidx.annotation.Nullable,
IMPORTED_-247374844,IMPORT,androidx.core.app.NotificationCompat,
IMPORTED_-1114099497,IMPORT,java.util.ArrayList,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_2047841669,IMPORT,java.util.Timer,
IMPORTED_364311722,IMPORT,java.util.TimerTask,
IMPORTED_66068827,IMPORT,java.util.UUID,
IMPORTED_-1955921164,IMPORT,nic.goi.aarogyasetu.BuildConfig,
IMPORTED_-1767605960,IMPORT,nic.goi.aarogyasetu.CoronaApplication,
IMPORTED_-1981316967,IMPORT,nic.goi.aarogyasetu.GattServer,
IMPORTED_327177494,IMPORT,nic.goi.aarogyasetu.R,
IMPORTED_-1876567909,IMPORT,nic.goi.aarogyasetu.db.DBManager,
IMPORTED_853755484,IMPORT,nic.goi.aarogyasetu.firebase.FirebaseRemoteConfigUtil,
IMPORTED_-2093369145,IMPORT,nic.goi.aarogyasetu.location.RetrieveLocationService,
IMPORTED_1408941968,IMPORT,nic.goi.aarogyasetu.models.BluetoothData,
IMPORTED_475800383,IMPORT,nic.goi.aarogyasetu.utility.AdaptiveScanHelper,
IMPORTED_-1098970127,IMPORT,nic.goi.aarogyasetu.utility.Constants,
IMPORTED_2119949988,IMPORT,nic.goi.aarogyasetu.utility.CorUtility,
IMPORTED_1457442605,IMPORT,nic.goi.aarogyasetu.utility.CorUtilityKt,
IMPORTED_443960878,IMPORT,nic.goi.aarogyasetu.utility.Logger,
IMPORTED_736241667,IMPORT,nic.goi.aarogyasetu.models.BluetoothModel,
IMPORTED_746084082,IMPORT,nic.goi.aarogyasetu.views.SplashActivity,
CLASS_BluetoothScanningService_-1451673610,CLASS,BluetoothScanningService,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onScanResult_CLASS_BluetoothScanningService_-1451673610,METHOD,onScanResult,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onBatchScanResults_CLASS_BluetoothScanningService_-1451673610,METHOD,onBatchScanResults,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onScanFailed_CLASS_BluetoothScanningService_-1451673610,METHOD,onScanFailed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onCreate_CLASS_BluetoothScanningService_-1451673610,METHOD,onCreate,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_createNotificationChannel_CLASS_BluetoothScanningService_-1451673610,METHOD,createNotificationChannel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_clearList_CLASS_BluetoothScanningService_-1451673610,METHOD,clearList,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_advertiseAndScan_CLASS_BluetoothScanningService_-1451673610,METHOD,advertiseAndScan,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_run_CLASS_BluetoothScanningService_-1451673610,METHOD,run,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_discover_CLASS_BluetoothScanningService_-1451673610,METHOD,discover,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_storeDetectedUserDeviceInDB_CLASS_BluetoothScanningService_-1451673610,METHOD,storeDetectedUserDeviceInDB,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onStartCommand_CLASS_BluetoothScanningService_-1451673610,METHOD,onStartCommand,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_configureNotification_CLASS_BluetoothScanningService_-1451673610,METHOD,configureNotification,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_getNotification_CLASS_BluetoothScanningService_-1451673610,METHOD,getNotification,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_startLocationUpdate_CLASS_BluetoothScanningService_-1451673610,METHOD,startLocationUpdate,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onBind_CLASS_BluetoothScanningService_-1451673610,METHOD,onBind,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onDestroy_CLASS_BluetoothScanningService_-1451673610,METHOD,onDestroy,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_isBluetoothAvailable_CLASS_BluetoothScanningService_-1451673610,METHOD,isBluetoothAvailable,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_registerBluetoothStateListener_CLASS_BluetoothScanningService_-1451673610,METHOD,registerBluetoothStateListener,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_registerLocationStateListener_CLASS_BluetoothScanningService_-1451673610,METHOD,registerLocationStateListener,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onReceive_CLASS_BluetoothScanningService_-1451673610,METHOD,onReceive,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onReceive_CLASS_BluetoothScanningService_-1451673610,METHOD,onReceive,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_updateNotification_CLASS_BluetoothScanningService_-1451673610,METHOD,updateNotification,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onLowMemory_CLASS_BluetoothScanningService_-1451673610,METHOD,onLowMemory,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
METHOD_onModeChange_CLASS_BluetoothScanningService_-1451673610,METHOD,onModeChange,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_retrieveLocationService_CLASS_BluetoothScanningService_-1451673610,VARIABLE,retrieveLocationService,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mBluetoothLeScanner_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mBluetoothLeScanner,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mAdaptiveScanHelper_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mAdaptiveScanHelper,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mData_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_FIVE_MINUTES_CLASS_BluetoothScanningService_-1451673610,VARIABLE,FIVE_MINUTES,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_searchTimestamp_CLASS_BluetoothScanningService_-1451673610,VARIABLE,searchTimestamp,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mGattServer_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mGattServer,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_NOTIF_ID_CLASS_BluetoothScanningService_-1451673610,VARIABLE,NOTIF_ID,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_TAG_CLASS_BluetoothScanningService_-1451673610,VARIABLE,TAG,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mScanCallback_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mScanCallback,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_serviceRunning_CLASS_BluetoothScanningService_-1451673610,VARIABLE,serviceRunning,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_timer_CLASS_BluetoothScanningService_-1451673610,VARIABLE,timer,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mLocationChangeListener_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mLocationChangeListener,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
VAR_mBluetoothStatusChangeReceiver_CLASS_BluetoothScanningService_-1451673610,VARIABLE,mBluetoothStatusChangeReceiver,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\BluetoothScanningService.java
FILE_1104094693,FILE,UploadDataToServerWorker.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\UploadDataToServerWorker.java
IMPORTED_-1503993957,IMPORT,android.content.Context,
IMPORTED_-1505992646,IMPORT,androidx.annotation.NonNull,
IMPORTED_-1689980266,IMPORT,androidx.work.Worker,
IMPORTED_1466486048,IMPORT,androidx.work.WorkerParameters,
IMPORTED_-249877877,IMPORT,nic.goi.aarogyasetu.utility.UploadDataUtil,
CLASS_UploadDataToServerWorker_1104094693,CLASS,UploadDataToServerWorker,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\UploadDataToServerWorker.java
METHOD_doWork_CLASS_UploadDataToServerWorker_1104094693,METHOD,doWork,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\background\UploadDataToServerWorker.java
FILE_-1869100218,FILE,CoronaApplication.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
IMPORTED_735120228,IMPORT,android.app.Application,
IMPORTED_-1503993957,IMPORT,android.content.Context,
IMPORTED_1754524719,IMPORT,android.location.Location,
IMPORTED_-1732020098,IMPORT,android.location.LocationManager,
IMPORTED_-1505992646,IMPORT,androidx.annotation.NonNull,
IMPORTED_-1089721634,IMPORT,androidx.work.Configuration,
IMPORTED_-1214444732,IMPORT,androidx.work.WorkManager,
IMPORTED_1515148088,IMPORT,com.crashlytics.android.Crashlytics,
IMPORTED_-1486536156,IMPORT,com.google.android.gms.location.LocationServices,
IMPORTED_-1547435333,IMPORT,com.google.firebase.FirebaseApp,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_489158665,IMPORT,java.util.concurrent.Executors,
IMPORTED_172992121,IMPORT,io.fabric.sdk.android.Fabric,
IMPORTED_2119949988,IMPORT,nic.goi.aarogyasetu.utility.CorUtility,
CLASS_CoronaApplication_-1869100218,CLASS,CoronaApplication,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_getInstance_CLASS_CoronaApplication_-1869100218,METHOD,getInstance,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_onCreate_CLASS_CoronaApplication_-1869100218,METHOD,onCreate,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_setBestLocation_CLASS_CoronaApplication_-1869100218,METHOD,setBestLocation,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_getAppLastLocation_CLASS_CoronaApplication_-1869100218,METHOD,getAppLastLocation,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_getDeviceLastKnownLocation_CLASS_CoronaApplication_-1869100218,METHOD,getDeviceLastKnownLocation,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_warmUpLocation_CLASS_CoronaApplication_-1869100218,METHOD,warmUpLocation,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_getContext_CLASS_CoronaApplication_-1869100218,METHOD,getContext,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
METHOD_getWorkManagerConfiguration_CLASS_CoronaApplication_-1869100218,METHOD,getWorkManagerConfiguration,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
VAR_instance_CLASS_CoronaApplication_-1869100218,VARIABLE,instance,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
VAR_lastKnownLocation_CLASS_CoronaApplication_-1869100218,VARIABLE,lastKnownLocation,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\CoronaApplication.java
FILE_371712056,FILE,BluetoothDataDao.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
IMPORTED_64536644,IMPORT,androidx.room.Dao,
IMPORTED_-1530481735,IMPORT,androidx.room.Delete,
IMPORTED_-1378815801,IMPORT,androidx.room.Insert,
IMPORTED_1902768378,IMPORT,androidx.room.Query,
IMPORTED_1408941968,IMPORT,nic.goi.aarogyasetu.models.BluetoothData,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_1408941968,IMPORT,nic.goi.aarogyasetu.models.BluetoothData,
CLASS_BluetoothDataDao_371712056,CLASS,BluetoothDataDao,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_insertNearbyUser_CLASS_BluetoothDataDao_371712056,METHOD,insertNearbyUser,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_insertAllNearbyUsers_CLASS_BluetoothDataDao_371712056,METHOD,insertAllNearbyUsers,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_getAllNearbyDevices_CLASS_BluetoothDataDao_371712056,METHOD,getAllNearbyDevices,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_getRowCount_CLASS_BluetoothDataDao_371712056,METHOD,getRowCount,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_getFirstXNearbyDeviceInfo_CLASS_BluetoothDataDao_371712056,METHOD,getFirstXNearbyDeviceInfo,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_getXNearbyDeviceInfoWithOffset_CLASS_BluetoothDataDao_371712056,METHOD,getXNearbyDeviceInfoWithOffset,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_deleteXDaysOldData_CLASS_BluetoothDataDao_371712056,METHOD,deleteXDaysOldData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
METHOD_deleteAll_CLASS_BluetoothDataDao_371712056,METHOD,deleteAll,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\dao\BluetoothDataDao.java
FILE_1564821589,FILE,DBManager.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\db\DBManager.java
IMPORTED_1408941968,IMPORT,nic.goi.aarogyasetu.models.BluetoothData,
IMPORTED_-50082483,IMPORT,com.google.android.gms.tasks.Task,
IMPORTED_-1552556858,IMPORT,com.google.android.gms.tasks.Tasks,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_815902476,IMPORT,java.util.concurrent.LinkedBlockingQueue,
